# x_m,y_m,w_tr_right_m,w_tr_left_m
-162.497670,-133.525129,7.000000,7.000000
-162.899276,-133.267355,7.000000,7.000000
-163.300883,-133.006863,7.000000,7.000000
-163.702489,-132.743626,7.000000,7.000000
-164.104096,-132.477619,7.000000,7.000000
-164.505702,-132.208815,7.000000,7.000000
-164.907308,-131.937187,7.000000,7.000000
-165.308915,-131.662708,7.000000,7.000000
-165.710521,-131.385347,7.000000,7.000000
-166.112128,-131.105077,7.000000,7.000000
-166.513734,-130.821867,7.000000,7.000000
-166.915341,-130.535687,7.000000,7.000000
-167.316947,-130.246504,7.000000,7.000000
-167.718553,-129.954288,7.000000,7.000000
-168.120160,-129.659003,7.000000,7.000000
-168.521766,-129.360618,7.000000,7.000000
-168.923373,-129.059096,7.000000,7.000000
-169.324979,-128.754403,7.000000,7.000000
-169.726586,-128.446502,7.000000,7.000000
-170.128192,-128.135354,7.000000,7.000000
-170.529798,-127.820922,7.000000,7.000000
-170.931405,-127.503166,7.000000,7.000000
-171.333011,-127.182045,7.000000,7.000000
-171.734618,-126.857518,7.000000,7.000000
-172.136224,-126.529542,7.000000,7.000000
-172.537831,-126.198072,7.000000,7.000000
-172.939437,-125.863063,7.000000,7.000000
-173.341043,-125.524468,7.000000,7.000000
-173.742650,-125.182241,7.000000,7.000000
-174.144256,-124.836330,7.000000,7.000000
-174.545863,-124.486686,7.000000,7.000000
-174.947469,-124.133256,7.000000,7.000000
-175.349076,-123.775987,7.000000,7.000000
-175.750682,-123.414822,7.000000,7.000000
-176.152288,-123.049705,7.000000,7.000000
-176.553895,-122.680577,7.000000,7.000000
-176.955501,-122.307376,7.000000,7.000000
-177.357108,-121.930041,7.000000,7.000000
-177.758714,-121.548507,7.000000,7.000000
-178.160321,-121.162705,7.000000,7.000000
-178.561927,-120.772569,7.000000,7.000000
-178.963533,-120.378026,7.000000,7.000000
-179.365140,-119.979002,7.000000,7.000000
-179.766746,-119.575421,7.000000,7.000000
-180.168353,-119.167205,7.000000,7.000000
-180.569959,-118.754272,7.000000,7.000000
-180.971566,-118.336537,7.000000,7.000000
-181.373172,-117.913912,7.000000,7.000000
-181.774778,-117.486307,7.000000,7.000000
-182.176385,-117.053628,7.000000,7.000000
-182.577991,-116.615776,7.000000,7.000000
-182.979598,-116.172650,7.000000,7.000000
-183.381204,-115.724145,7.000000,7.000000
-183.782810,-115.270151,7.000000,7.000000
-184.184417,-114.810555,7.000000,7.000000
-184.586023,-114.345236,7.000000,7.000000
-184.987630,-113.874073,7.000000,7.000000
-185.389236,-113.396936,7.000000,7.000000
-185.790843,-112.913690,7.000000,7.000000
-186.192449,-112.424196,7.000000,7.000000
-186.594055,-111.928308,7.000000,7.000000
-186.995662,-111.425872,7.000000,7.000000
-187.397268,-110.916728,7.000000,7.000000
-187.798875,-110.400708,7.000000,7.000000
-188.200481,-109.877638,7.000000,7.000000
-188.602088,-109.347334,7.000000,7.000000
-189.003694,-108.809601,7.000000,7.000000
-189.405300,-108.264237,7.000000,7.000000
-189.806907,-107.711028,7.000000,7.000000
-190.208513,-107.149750,7.000000,7.000000
-190.610120,-106.580166,7.000000,7.000000
-191.011726,-106.002025,7.000000,7.000000
-191.413333,-105.415064,7.000000,7.000000
-191.814939,-104.819003,7.000000,7.000000
-192.216545,-104.213545,7.000000,7.000000
-192.618152,-103.598377,7.000000,7.000000
-193.019758,-102.973166,7.000000,7.000000
-193.421365,-102.337557,7.000000,7.000000
-193.822971,-101.691171,7.000000,7.000000
-194.224578,-101.033605,7.000000,7.000000
-194.626184,-100.364428,7.000000,7.000000
-195.027790,-99.683178,7.000000,7.000000
-195.429397,-98.989358,7.000000,7.000000
-195.831003,-98.282436,7.000000,7.000000
-196.232610,-97.561836,7.000000,7.000000
-196.634216,-96.826936,7.000000,7.000000
-197.035823,-96.077064,7.000000,7.000000
-197.437429,-95.311489,7.000000,7.000000
-197.839035,-94.529414,7.000000,7.000000
-198.240642,-93.729970,7.000000,7.000000
-198.642248,-92.912201,7.000000,7.000000
-199.043855,-92.075060,7.000000,7.000000
-199.445461,-91.217386,7.000000,7.000000
-199.847068,-90.337894,7.000000,7.000000
-200.248674,-89.435152,7.000000,7.000000
-200.650280,-88.507557,7.000000,7.000000
-201.051887,-87.553304,7.000000,7.000000
-201.453493,-86.570348,7.000000,7.000000
-201.855100,-85.556358,7.000000,7.000000
-202.256706,-84.508658,7.000000,7.000000
-202.658312,-83.424149,7.000000,7.000000
-203.059919,-82.299208,7.000000,7.000000
-203.461525,-81.129556,7.000000,7.000000
-203.863132,-79.910079,7.000000,7.000000
-204.264738,-78.634576,7.000000,7.000000
-204.666345,-77.295406,7.000000,7.000000
-205.067951,-75.882971,7.000000,7.000000
-205.469557,-74.384927,7.000000,7.000000
-205.871164,-72.784939,7.000000,7.000000
-206.272770,-71.060593,7.000000,7.000000
-206.674377,-69.179651,7.000000,7.000000
-207.075983,-67.092685,7.000000,7.000000
-207.477590,-64.716571,7.000000,7.000000
-207.879196,-61.889396,7.000000,7.000000
-208.280802,-58.193599,7.000000,7.000000
-208.682409,-49.240388,7.000000,7.000000
-208.682409,-49.240388,7.000000,7.000000
-208.717278,-49.042635,7.000000,7.000000
-208.752147,-48.844883,7.000000,7.000000
-208.787016,-48.647130,7.000000,7.000000
-208.821885,-48.449377,7.000000,7.000000
-208.856754,-48.251625,7.000000,7.000000
-208.891624,-48.053872,7.000000,7.000000
-208.926493,-47.856120,7.000000,7.000000
-208.961362,-47.658367,7.000000,7.000000
-208.996231,-47.460615,7.000000,7.000000
-209.031100,-47.262862,7.000000,7.000000
-209.065969,-47.065109,7.000000,7.000000
-209.100838,-46.867357,7.000000,7.000000
-209.135707,-46.669604,7.000000,7.000000
-209.170576,-46.471852,7.000000,7.000000
-209.205446,-46.274099,7.000000,7.000000
-209.240315,-46.076347,7.000000,7.000000
-209.275184,-45.878594,7.000000,7.000000
-209.310053,-45.680842,7.000000,7.000000
-209.344922,-45.483089,7.000000,7.000000
-209.379791,-45.285336,7.000000,7.000000
-209.414660,-45.087584,7.000000,7.000000
-209.449529,-44.889831,7.000000,7.000000
-209.484398,-44.692079,7.000000,7.000000
-209.519268,-44.494326,7.000000,7.000000
-209.554137,-44.296574,7.000000,7.000000
-209.589006,-44.098821,7.000000,7.000000
-209.623875,-43.901069,7.000000,7.000000
-209.658744,-43.703316,7.000000,7.000000
-209.693613,-43.505563,7.000000,7.000000
-209.728482,-43.307811,7.000000,7.000000
-209.763351,-43.110058,7.000000,7.000000
-209.798220,-42.912306,7.000000,7.000000
-209.833090,-42.714553,7.000000,7.000000
-209.867959,-42.516801,7.000000,7.000000
-209.902828,-42.319048,7.000000,7.000000
-209.937697,-42.121295,7.000000,7.000000
-209.972566,-41.923543,7.000000,7.000000
-210.007435,-41.725790,7.000000,7.000000
-210.042304,-41.528038,7.000000,7.000000
-210.077173,-41.330285,7.000000,7.000000
-210.112042,-41.132533,7.000000,7.000000
-210.146912,-40.934780,7.000000,7.000000
-210.181781,-40.737028,7.000000,7.000000
-210.216650,-40.539275,7.000000,7.000000
-210.251519,-40.341522,7.000000,7.000000
-210.286388,-40.143770,7.000000,7.000000
-210.321257,-39.946017,7.000000,7.000000
-210.356126,-39.748265,7.000000,7.000000
-210.390995,-39.550512,7.000000,7.000000
-210.425864,-39.352760,7.000000,7.000000
-210.460734,-39.155007,7.000000,7.000000
-210.495603,-38.957254,7.000000,7.000000
-210.530472,-38.759502,7.000000,7.000000
-210.565341,-38.561749,7.000000,7.000000
-210.600210,-38.363997,7.000000,7.000000
-210.635079,-38.166244,7.000000,7.000000
-210.669948,-37.968492,7.000000,7.000000
-210.704817,-37.770739,7.000000,7.000000
-210.739686,-37.572987,7.000000,7.000000
-210.774556,-37.375234,7.000000,7.000000
-210.809425,-37.177481,7.000000,7.000000
-210.844294,-36.979729,7.000000,7.000000
-210.879163,-36.781976,7.000000,7.000000
-210.914032,-36.584224,7.000000,7.000000
-210.948901,-36.386471,7.000000,7.000000
-210.983770,-36.188719,7.000000,7.000000
-211.018639,-35.990966,7.000000,7.000000
-211.053508,-35.793214,7.000000,7.000000
-211.088378,-35.595461,7.000000,7.000000
-211.123247,-35.397708,7.000000,7.000000
-211.158116,-35.199956,7.000000,7.000000
-211.192985,-35.002203,7.000000,7.000000
-211.227854,-34.804451,7.000000,7.000000
-211.262723,-34.606698,7.000000,7.000000
-211.297592,-34.408946,7.000000,7.000000
-211.332461,-34.211193,7.000000,7.000000
-211.367331,-34.013440,7.000000,7.000000
-211.402200,-33.815688,7.000000,7.000000
-211.437069,-33.617935,7.000000,7.000000
-211.471938,-33.420183,7.000000,7.000000
-211.506807,-33.222430,7.000000,7.000000
-211.541676,-33.024678,7.000000,7.000000
-211.576545,-32.826925,7.000000,7.000000
-211.611414,-32.629173,7.000000,7.000000
-211.646283,-32.431420,7.000000,7.000000
-211.681153,-32.233667,7.000000,7.000000
-211.716022,-32.035915,7.000000,7.000000
-211.750891,-31.838162,7.000000,7.000000
-211.785760,-31.640410,7.000000,7.000000
-211.820629,-31.442657,7.000000,7.000000
-211.855498,-31.244905,7.000000,7.000000
-211.890367,-31.047152,7.000000,7.000000
-211.925236,-30.849399,7.000000,7.000000
-211.960105,-30.651647,7.000000,7.000000
-211.994975,-30.453894,7.000000,7.000000
-212.029844,-30.256142,7.000000,7.000000
-212.064713,-30.058389,7.000000,7.000000
-212.099582,-29.860637,7.000000,7.000000
-212.134451,-29.662884,7.000000,7.000000
-212.169320,-29.465132,7.000000,7.000000
-212.204189,-29.267379,7.000000,7.000000
-212.239058,-29.069626,7.000000,7.000000
-212.273927,-28.871874,7.000000,7.000000
-212.308797,-28.674121,7.000000,7.000000
-212.343666,-28.476369,7.000000,7.000000
-212.378535,-28.278616,7.000000,7.000000
-212.413404,-28.080864,7.000000,7.000000
-212.448273,-27.883111,7.000000,7.000000
-212.483142,-27.685359,7.000000,7.000000
-212.518011,-27.487606,7.000000,7.000000
-212.552880,-27.289853,7.000000,7.000000
-212.587749,-27.092101,7.000000,7.000000
-212.622619,-26.894348,7.000000,7.000000
-212.657488,-26.696596,7.000000,7.000000
-212.692357,-26.498843,7.000000,7.000000
-212.727226,-26.301091,7.000000,7.000000
-212.762095,-26.103338,7.000000,7.000000
-212.796964,-25.905585,7.000000,7.000000
-212.831833,-25.707833,7.000000,7.000000
-212.866702,-25.510080,7.000000,7.000000
-212.901571,-25.312328,7.000000,7.000000
-212.936441,-25.114575,7.000000,7.000000
-212.971310,-24.916823,7.000000,7.000000
-213.006179,-24.719070,7.000000,7.000000
-213.041048,-24.521318,7.000000,7.000000
-213.075917,-24.323565,7.000000,7.000000
-213.110786,-24.125812,7.000000,7.000000
-213.145655,-23.928060,7.000000,7.000000
-213.180524,-23.730307,7.000000,7.000000
-213.215393,-23.532555,7.000000,7.000000
-213.250263,-23.334802,7.000000,7.000000
-213.285132,-23.137050,7.000000,7.000000
-213.320001,-22.939297,7.000000,7.000000
-213.354870,-22.741544,7.000000,7.000000
-213.389739,-22.543792,7.000000,7.000000
-213.424608,-22.346039,7.000000,7.000000
-213.459477,-22.148287,7.000000,7.000000
-213.494346,-21.950534,7.000000,7.000000
-213.529215,-21.752782,7.000000,7.000000
-213.564085,-21.555029,7.000000,7.000000
-213.598954,-21.357277,7.000000,7.000000
-213.633823,-21.159524,7.000000,7.000000
-213.668692,-20.961771,7.000000,7.000000
-213.703561,-20.764019,7.000000,7.000000
-213.738430,-20.566266,7.000000,7.000000
-213.773299,-20.368514,7.000000,7.000000
-213.808168,-20.170761,7.000000,7.000000
-213.843037,-19.973009,7.000000,7.000000
-213.877907,-19.775256,7.000000,7.000000
-213.912776,-19.577504,7.000000,7.000000
-213.947645,-19.379751,7.000000,7.000000
-213.982514,-19.181998,7.000000,7.000000
-214.017383,-18.984246,7.000000,7.000000
-214.052252,-18.786493,7.000000,7.000000
-214.087121,-18.588741,7.000000,7.000000
-214.121990,-18.390988,7.000000,7.000000
-214.156859,-18.193236,7.000000,7.000000
-214.191729,-17.995483,7.000000,7.000000
-214.226598,-17.797730,7.000000,7.000000
-214.261467,-17.599978,7.000000,7.000000
-214.296336,-17.402225,7.000000,7.000000
-214.331205,-17.204473,7.000000,7.000000
-214.366074,-17.006720,7.000000,7.000000
-214.400943,-16.808968,7.000000,7.000000
-214.435812,-16.611215,7.000000,7.000000
-214.470681,-16.413463,7.000000,7.000000
-214.505551,-16.215710,7.000000,7.000000
-214.540420,-16.017957,7.000000,7.000000
-214.575289,-15.820205,7.000000,7.000000
-214.610158,-15.622452,7.000000,7.000000
-214.645027,-15.424700,7.000000,7.000000
-214.679896,-15.226947,7.000000,7.000000
-214.714765,-15.029195,7.000000,7.000000
-214.749634,-14.831442,7.000000,7.000000
-214.784503,-14.633690,7.000000,7.000000
-214.819373,-14.435937,7.000000,7.000000
-214.854242,-14.238184,7.000000,7.000000
-214.889111,-14.040432,7.000000,7.000000
-214.923980,-13.842679,7.000000,7.000000
-214.958849,-13.644927,7.000000,7.000000
-214.993718,-13.447174,7.000000,7.000000
-215.028587,-13.249422,7.000000,7.000000
-215.063456,-13.051669,7.000000,7.000000
-215.098325,-12.853916,7.000000,7.000000
-215.133195,-12.656164,7.000000,7.000000
-215.168064,-12.458411,7.000000,7.000000
-215.202933,-12.260659,7.000000,7.000000
-215.237802,-12.062906,7.000000,7.000000
-215.272671,-11.865154,7.000000,7.000000
-215.307540,-11.667401,7.000000,7.000000
-215.342409,-11.469649,7.000000,7.000000
-215.377278,-11.271896,7.000000,7.000000
-215.412147,-11.074143,7.000000,7.000000
-215.447017,-10.876391,7.000000,7.000000
-215.481886,-10.678638,7.000000,7.000000
-215.516755,-10.480886,7.000000,7.000000
-215.551624,-10.283133,7.000000,7.000000
-215.586493,-10.085381,7.000000,7.000000
-215.621362,-9.887628,7.000000,7.000000
-215.656231,-9.689875,7.000000,7.000000
-215.691100,-9.492123,7.000000,7.000000
-215.725970,-9.294370,7.000000,7.000000
-215.760839,-9.096618,7.000000,7.000000
-215.795708,-8.898865,7.000000,7.000000
-215.830577,-8.701113,7.000000,7.000000
-215.865446,-8.503360,7.000000,7.000000
-215.900315,-8.305608,7.000000,7.000000
-215.935184,-8.107855,7.000000,7.000000
-215.970053,-7.910102,7.000000,7.000000
-216.004922,-7.712350,7.000000,7.000000
-216.039792,-7.514597,7.000000,7.000000
-216.074661,-7.316845,7.000000,7.000000
-216.109530,-7.119092,7.000000,7.000000
-216.144399,-6.921340,7.000000,7.000000
-216.179268,-6.723587,7.000000,7.000000
-216.214137,-6.525835,7.000000,7.000000
-216.249006,-6.328082,7.000000,7.000000
-216.283875,-6.130329,7.000000,7.000000
-216.318744,-5.932577,7.000000,7.000000
-216.353614,-5.734824,7.000000,7.000000
-216.388483,-5.537072,7.000000,7.000000
-216.423352,-5.339319,7.000000,7.000000
-216.458221,-5.141567,7.000000,7.000000
-216.493090,-4.943814,7.000000,7.000000
-216.527959,-4.746061,7.000000,7.000000
-216.562828,-4.548309,7.000000,7.000000
-216.597697,-4.350556,7.000000,7.000000
-216.632566,-4.152804,7.000000,7.000000
-216.667436,-3.955051,7.000000,7.000000
-216.702305,-3.757299,7.000000,7.000000
-216.737174,-3.559546,7.000000,7.000000
-216.772043,-3.361794,7.000000,7.000000
-216.806912,-3.164041,7.000000,7.000000
-216.841781,-2.966288,7.000000,7.000000
-216.876650,-2.768536,7.000000,7.000000
-216.911519,-2.570783,7.000000,7.000000
-216.946388,-2.373031,7.000000,7.000000
-216.981258,-2.175278,7.000000,7.000000
-217.016127,-1.977526,7.000000,7.000000
-217.050996,-1.779773,7.000000,7.000000
-217.085865,-1.582020,7.000000,7.000000
-217.120734,-1.384268,7.000000,7.000000
-217.155603,-1.186515,7.000000,7.000000
-217.190472,-0.988763,7.000000,7.000000
-217.225341,-0.791010,7.000000,7.000000
-217.260210,-0.593258,7.000000,7.000000
-217.295080,-0.395505,7.000000,7.000000
-217.329949,-0.197753,7.000000,7.000000
-217.364818,0.000000,7.000000,7.000000
-217.329949,0.197753,7.000000,7.000000
-217.295080,0.395505,7.000000,7.000000
-217.260210,0.593258,7.000000,7.000000
-217.225341,0.791010,7.000000,7.000000
-217.190472,0.988763,7.000000,7.000000
-217.155603,1.186515,7.000000,7.000000
-217.120734,1.384268,7.000000,7.000000
-217.085865,1.582020,7.000000,7.000000
-217.050996,1.779773,7.000000,7.000000
-217.016127,1.977526,7.000000,7.000000
-216.981258,2.175278,7.000000,7.000000
-216.946388,2.373031,7.000000,7.000000
-216.911519,2.570783,7.000000,7.000000
-216.876650,2.768536,7.000000,7.000000
-216.841781,2.966288,7.000000,7.000000
-216.806912,3.164041,7.000000,7.000000
-216.772043,3.361794,7.000000,7.000000
-216.737174,3.559546,7.000000,7.000000
-216.702305,3.757299,7.000000,7.000000
-216.667436,3.955051,7.000000,7.000000
-216.632566,4.152804,7.000000,7.000000
-216.597697,4.350556,7.000000,7.000000
-216.562828,4.548309,7.000000,7.000000
-216.527959,4.746061,7.000000,7.000000
-216.493090,4.943814,7.000000,7.000000
-216.458221,5.141567,7.000000,7.000000
-216.423352,5.339319,7.000000,7.000000
-216.388483,5.537072,7.000000,7.000000
-216.353614,5.734824,7.000000,7.000000
-216.318744,5.932577,7.000000,7.000000
-216.283875,6.130329,7.000000,7.000000
-216.249006,6.328082,7.000000,7.000000
-216.214137,6.525835,7.000000,7.000000
-216.179268,6.723587,7.000000,7.000000
-216.144399,6.921340,7.000000,7.000000
-216.109530,7.119092,7.000000,7.000000
-216.074661,7.316845,7.000000,7.000000
-216.039792,7.514597,7.000000,7.000000
-216.004922,7.712350,7.000000,7.000000
-215.970053,7.910102,7.000000,7.000000
-215.935184,8.107855,7.000000,7.000000
-215.900315,8.305608,7.000000,7.000000
-215.865446,8.503360,7.000000,7.000000
-215.830577,8.701113,7.000000,7.000000
-215.795708,8.898865,7.000000,7.000000
-215.760839,9.096618,7.000000,7.000000
-215.725970,9.294370,7.000000,7.000000
-215.691100,9.492123,7.000000,7.000000
-215.656231,9.689875,7.000000,7.000000
-215.621362,9.887628,7.000000,7.000000
-215.586493,10.085381,7.000000,7.000000
-215.551624,10.283133,7.000000,7.000000
-215.516755,10.480886,7.000000,7.000000
-215.481886,10.678638,7.000000,7.000000
-215.447017,10.876391,7.000000,7.000000
-215.412147,11.074143,7.000000,7.000000
-215.377278,11.271896,7.000000,7.000000
-215.342409,11.469649,7.000000,7.000000
-215.307540,11.667401,7.000000,7.000000
-215.272671,11.865154,7.000000,7.000000
-215.237802,12.062906,7.000000,7.000000
-215.202933,12.260659,7.000000,7.000000
-215.168064,12.458411,7.000000,7.000000
-215.133195,12.656164,7.000000,7.000000
-215.098325,12.853916,7.000000,7.000000
-215.063456,13.051669,7.000000,7.000000
-215.028587,13.249422,7.000000,7.000000
-214.993718,13.447174,7.000000,7.000000
-214.958849,13.644927,7.000000,7.000000
-214.923980,13.842679,7.000000,7.000000
-214.889111,14.040432,7.000000,7.000000
-214.854242,14.238184,7.000000,7.000000
-214.819373,14.435937,7.000000,7.000000
-214.784503,14.633690,7.000000,7.000000
-214.749634,14.831442,7.000000,7.000000
-214.714765,15.029195,7.000000,7.000000
-214.679896,15.226947,7.000000,7.000000
-214.645027,15.424700,7.000000,7.000000
-214.610158,15.622452,7.000000,7.000000
-214.575289,15.820205,7.000000,7.000000
-214.540420,16.017957,7.000000,7.000000
-214.505551,16.215710,7.000000,7.000000
-214.470681,16.413463,7.000000,7.000000
-214.435812,16.611215,7.000000,7.000000
-214.400943,16.808968,7.000000,7.000000
-214.366074,17.006720,7.000000,7.000000
-214.331205,17.204473,7.000000,7.000000
-214.296336,17.402225,7.000000,7.000000
-214.261467,17.599978,7.000000,7.000000
-214.226598,17.797730,7.000000,7.000000
-214.191729,17.995483,7.000000,7.000000
-214.156859,18.193236,7.000000,7.000000
-214.121990,18.390988,7.000000,7.000000
-214.087121,18.588741,7.000000,7.000000
-214.052252,18.786493,7.000000,7.000000
-214.017383,18.984246,7.000000,7.000000
-213.982514,19.181998,7.000000,7.000000
-213.947645,19.379751,7.000000,7.000000
-213.912776,19.577504,7.000000,7.000000
-213.877907,19.775256,7.000000,7.000000
-213.843037,19.973009,7.000000,7.000000
-213.808168,20.170761,7.000000,7.000000
-213.773299,20.368514,7.000000,7.000000
-213.738430,20.566266,7.000000,7.000000
-213.703561,20.764019,7.000000,7.000000
-213.668692,20.961771,7.000000,7.000000
-213.633823,21.159524,7.000000,7.000000
-213.598954,21.357277,7.000000,7.000000
-213.564085,21.555029,7.000000,7.000000
-213.529215,21.752782,7.000000,7.000000
-213.494346,21.950534,7.000000,7.000000
-213.459477,22.148287,7.000000,7.000000
-213.424608,22.346039,7.000000,7.000000
-213.389739,22.543792,7.000000,7.000000
-213.354870,22.741544,7.000000,7.000000
-213.320001,22.939297,7.000000,7.000000
-213.285132,23.137050,7.000000,7.000000
-213.250263,23.334802,7.000000,7.000000
-213.215393,23.532555,7.000000,7.000000
-213.180524,23.730307,7.000000,7.000000
-213.145655,23.928060,7.000000,7.000000
-213.110786,24.125812,7.000000,7.000000
-213.075917,24.323565,7.000000,7.000000
-213.041048,24.521318,7.000000,7.000000
-213.006179,24.719070,7.000000,7.000000
-212.971310,24.916823,7.000000,7.000000
-212.936441,25.114575,7.000000,7.000000
-212.901571,25.312328,7.000000,7.000000
-212.866702,25.510080,7.000000,7.000000
-212.831833,25.707833,7.000000,7.000000
-212.796964,25.905585,7.000000,7.000000
-212.762095,26.103338,7.000000,7.000000
-212.727226,26.301091,7.000000,7.000000
-212.692357,26.498843,7.000000,7.000000
-212.657488,26.696596,7.000000,7.000000
-212.622619,26.894348,7.000000,7.000000
-212.587749,27.092101,7.000000,7.000000
-212.552880,27.289853,7.000000,7.000000
-212.518011,27.487606,7.000000,7.000000
-212.483142,27.685359,7.000000,7.000000
-212.448273,27.883111,7.000000,7.000000
-212.413404,28.080864,7.000000,7.000000
-212.378535,28.278616,7.000000,7.000000
-212.343666,28.476369,7.000000,7.000000
-212.308797,28.674121,7.000000,7.000000
-212.273927,28.871874,7.000000,7.000000
-212.239058,29.069626,7.000000,7.000000
-212.204189,29.267379,7.000000,7.000000
-212.169320,29.465132,7.000000,7.000000
-212.134451,29.662884,7.000000,7.000000
-212.099582,29.860637,7.000000,7.000000
-212.064713,30.058389,7.000000,7.000000
-212.029844,30.256142,7.000000,7.000000
-211.994975,30.453894,7.000000,7.000000
-211.960105,30.651647,7.000000,7.000000
-211.925236,30.849399,7.000000,7.000000
-211.890367,31.047152,7.000000,7.000000
-211.855498,31.244905,7.000000,7.000000
-211.820629,31.442657,7.000000,7.000000
-211.785760,31.640410,7.000000,7.000000
-211.750891,31.838162,7.000000,7.000000
-211.716022,32.035915,7.000000,7.000000
-211.681153,32.233667,7.000000,7.000000
-211.646283,32.431420,7.000000,7.000000
-211.611414,32.629173,7.000000,7.000000
-211.576545,32.826925,7.000000,7.000000
-211.541676,33.024678,7.000000,7.000000
-211.506807,33.222430,7.000000,7.000000
-211.471938,33.420183,7.000000,7.000000
-211.437069,33.617935,7.000000,7.000000
-211.402200,33.815688,7.000000,7.000000
-211.367331,34.013440,7.000000,7.000000
-211.332461,34.211193,7.000000,7.000000
-211.297592,34.408946,7.000000,7.000000
-211.262723,34.606698,7.000000,7.000000
-211.227854,34.804451,7.000000,7.000000
-211.192985,35.002203,7.000000,7.000000
-211.158116,35.199956,7.000000,7.000000
-211.123247,35.397708,7.000000,7.000000
-211.088378,35.595461,7.000000,7.000000
-211.053508,35.793214,7.000000,7.000000
-211.018639,35.990966,7.000000,7.000000
-210.983770,36.188719,7.000000,7.000000
-210.948901,36.386471,7.000000,7.000000
-210.914032,36.584224,7.000000,7.000000
-210.879163,36.781976,7.000000,7.000000
-210.844294,36.979729,7.000000,7.000000
-210.809425,37.177481,7.000000,7.000000
-210.774556,37.375234,7.000000,7.000000
-210.739686,37.572987,7.000000,7.000000
-210.704817,37.770739,7.000000,7.000000
-210.669948,37.968492,7.000000,7.000000
-210.635079,38.166244,7.000000,7.000000
-210.600210,38.363997,7.000000,7.000000
-210.565341,38.561749,7.000000,7.000000
-210.530472,38.759502,7.000000,7.000000
-210.495603,38.957254,7.000000,7.000000
-210.460734,39.155007,7.000000,7.000000
-210.425864,39.352760,7.000000,7.000000
-210.390995,39.550512,7.000000,7.000000
-210.356126,39.748265,7.000000,7.000000
-210.321257,39.946017,7.000000,7.000000
-210.286388,40.143770,7.000000,7.000000
-210.251519,40.341522,7.000000,7.000000
-210.216650,40.539275,7.000000,7.000000
-210.181781,40.737028,7.000000,7.000000
-210.146912,40.934780,7.000000,7.000000
-210.112042,41.132533,7.000000,7.000000
-210.077173,41.330285,7.000000,7.000000
-210.042304,41.528038,7.000000,7.000000
-210.007435,41.725790,7.000000,7.000000
-209.972566,41.923543,7.000000,7.000000
-209.937697,42.121295,7.000000,7.000000
-209.902828,42.319048,7.000000,7.000000
-209.867959,42.516801,7.000000,7.000000
-209.833090,42.714553,7.000000,7.000000
-209.798220,42.912306,7.000000,7.000000
-209.763351,43.110058,7.000000,7.000000
-209.728482,43.307811,7.000000,7.000000
-209.693613,43.505563,7.000000,7.000000
-209.658744,43.703316,7.000000,7.000000
-209.623875,43.901069,7.000000,7.000000
-209.589006,44.098821,7.000000,7.000000
-209.554137,44.296574,7.000000,7.000000
-209.519268,44.494326,7.000000,7.000000
-209.484398,44.692079,7.000000,7.000000
-209.449529,44.889831,7.000000,7.000000
-209.414660,45.087584,7.000000,7.000000
-209.379791,45.285336,7.000000,7.000000
-209.344922,45.483089,7.000000,7.000000
-209.310053,45.680842,7.000000,7.000000
-209.275184,45.878594,7.000000,7.000000
-209.240315,46.076347,7.000000,7.000000
-209.205446,46.274099,7.000000,7.000000
-209.170576,46.471852,7.000000,7.000000
-209.135707,46.669604,7.000000,7.000000
-209.100838,46.867357,7.000000,7.000000
-209.065969,47.065109,7.000000,7.000000
-209.031100,47.262862,7.000000,7.000000
-208.996231,47.460615,7.000000,7.000000
-208.961362,47.658367,7.000000,7.000000
-208.926493,47.856120,7.000000,7.000000
-208.891624,48.053872,7.000000,7.000000
-208.856754,48.251625,7.000000,7.000000
-208.821885,48.449377,7.000000,7.000000
-208.787016,48.647130,7.000000,7.000000
-208.752147,48.844883,7.000000,7.000000
-208.717278,49.042635,7.000000,7.000000
-208.682409,49.240388,7.000000,7.000000
-208.682409,49.240388,7.000000,7.000000
-208.280802,58.193599,7.000000,7.000000
-207.879196,61.889396,7.000000,7.000000
-207.477590,64.716571,7.000000,7.000000
-207.075983,67.092685,7.000000,7.000000
-206.674377,69.179651,7.000000,7.000000
-206.272770,71.060593,7.000000,7.000000
-205.871164,72.784939,7.000000,7.000000
-205.469557,74.384927,7.000000,7.000000
-205.067951,75.882971,7.000000,7.000000
-204.666345,77.295406,7.000000,7.000000
-204.264738,78.634576,7.000000,7.000000
-203.863132,79.910079,7.000000,7.000000
-203.461525,81.129556,7.000000,7.000000
-203.059919,82.299208,7.000000,7.000000
-202.658312,83.424149,7.000000,7.000000
-202.256706,84.508658,7.000000,7.000000
-201.855100,85.556358,7.000000,7.000000
-201.453493,86.570348,7.000000,7.000000
-201.051887,87.553304,7.000000,7.000000
-200.650280,88.507557,7.000000,7.000000
-200.248674,89.435152,7.000000,7.000000
-199.847068,90.337894,7.000000,7.000000
-199.445461,91.217386,7.000000,7.000000
-199.043855,92.075060,7.000000,7.000000
-198.642248,92.912201,7.000000,7.000000
-198.240642,93.729970,7.000000,7.000000
-197.839035,94.529414,7.000000,7.000000
-197.437429,95.311489,7.000000,7.000000
-197.035823,96.077064,7.000000,7.000000
-196.634216,96.826936,7.000000,7.000000
-196.232610,97.561836,7.000000,7.000000
-195.831003,98.282436,7.000000,7.000000
